Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2010-06-30,78.13164520263672,79.38816738372586,77.87428161975309,78.66150291002084,284101700
2010-07-01,77.7834243774414,78.33598924984783,76.54960422464478,78.07863153393554,382924800
2010-07-02,77.3595199584961,78.28299071779729,76.9204977044948,78.04834039453687,233385200
2010-07-06,77.86669921875,79.00211329194546,77.11732177243047,78.44954256865057,256935300
2010-07-07,80.31918334960938,80.41758381301682,77.98022760772065,78.06349175945542,253769400
2010-07-08,81.11396789550781,81.2047973071403,80.16778969091303,80.99285431331322,210842100
2010-07-09,81.71951293945312,81.72708398158021,80.93986307574284,81.09124926820604,144999900
2010-07-12,81.77250671386719,81.93146396406608,81.10639931660323,81.4470211705989,131283600
2010-07-13,83.00635528564453,83.33183516549298,82.45378446691602,82.6203128170812,213025900
2010-07-14,82.998779296875,83.32426493235354,82.40079379099511,82.74141574148916,184426800
2010-07-15,83.021484375,83.30912055251098,81.8784991597332,82.96849861137916,232337900
2010-07-16,80.7354965209961,82.66569659114575,80.5765335007948,82.57486140460408,282693400
2010-07-19,81.21238708496094,81.46974484397505,80.402458585983,81.03072244477363,186709000
2010-07-20,82.1131362915039,82.17368731086401,80.09966619117573,80.13751563141284,258162400
2010-07-21,81.04584503173828,82.5597302519258,80.71278843529261,82.53702289762519,264527000
2010-07-22,82.85493469238281,83.218269674326,81.99959165001476,82.00715691785781,274781300
2010-07-23,83.57400512695312,83.69511289631181,82.4537279415741,82.68837821502707,222020800
2010-07-26,84.44451904296875,84.52778319534283,83.48320443148715,83.71785480180645,184445700
2010-07-27,84.43696594238281,84.99710195951543,84.10390928489132,84.90626675065006,204855600
2010-07-28,83.89195251464844,84.520216279401,83.61188166439378,84.26285278389408,163056200
2010-07-29,83.48320007324219,84.64132132760402,82.81709266403776,84.41423623752715,220149100
2010-07-30,83.46807098388672,83.91467019057336,82.49161995955053,82.63543514897958,220070600
2010-08-02,85.35283660888672,85.48908648779907,84.42936584903775,84.7699876588122,188263200
2010-08-03,84.9441146850586,85.36042972449262,84.66404379397352,85.1409214132539,146657300
2010-08-04,85.51177978515625,85.61775125411539,84.89865831831953,85.17872329699215,158171700
2010-08-05,85.42096710205078,85.4663875828519,84.83812386939316,84.96680271913382,140473800
2010-08-06,85.07279205322266,85.20904197416665,83.96008532801577,84.58077812897962,239728300
2010-08-09,85.52694702148438,85.67076797065987,85.01979684020048,85.47396126784298,120800400
2010-08-10,85.0652084350586,85.51937862108173,84.3007005569482,84.80027967655431,242916300
2010-08-11,82.73384094238281,83.78599085274215,82.59759102287511,83.75571245118326,273406900
2010-08-12,82.22665405273438,82.52186113829278,81.44700427420767,81.48485370569462,239542600
2010-08-13,81.9844741821289,82.47648816530655,81.88607369549953,81.96933786688415,158698500
2010-08-16,81.94660186767578,82.21153060448667,81.12910252979077,81.4243096615248,147895300
2010-08-17,82.95335388183594,83.55891039681568,82.41592521792352,82.650581399361,172270300
2010-08-18,83.10472106933594,83.55131439007063,82.43861372187949,82.91548543681856,182922100
2010-08-19,81.6589584350586,82.87763637599589,81.31833660498853,82.6732644329565,265847600
2010-08-20,81.39401245117188,81.70436159613236,80.80359832418677,81.41671979836177,209714200
2010-08-23,81.08367919921875,82.1812434671105,81.04582976583791,81.78006488332956,163490300
2010-08-24,79.88015747070312,80.53112861610659,79.45627143184103,80.1980719998497,280677800
2010-08-25,80.19048309326172,80.49325544604866,78.94152692547203,79.44110592758044,272234800
2010-08-26,79.65306854248047,80.674939848772,79.38813402509713,80.56896835182404,224439500
2010-08-27,80.88687896728516,80.97014310732834,78.95667321175794,80.15264379145707,272649000
2010-08-30,79.7136001586914,80.92471258622847,79.70603489290303,80.67492021492303,167238600
2010-08-31,79.7136001586914,80.22075594210267,79.09290763833408,79.41839309260756,273933100
2010-09-01,82.09798431396484,82.21152684598243,80.7354912547929,80.7884769997327,256828100
2010-09-02,82.86251068115234,82.87764699275553,82.12070436228919,82.2948037083026,156112200
2010-09-03,83.9373550415039,84.01304813801495,83.22582722927125,83.67242631620869,212197300
2010-09-07,82.99119567871094,83.64973789491441,82.92307360893872,83.54376638081469,141973700
2010-09-08,83.57400512695312,83.90705582394826,83.119835110576,83.15768453694466,149924400
2010-09-09,83.96009063720703,84.53536875923864,83.73301127128417,84.51266140014786,147017900
2010-09-10,84.38397979736328,84.48238027525896,83.92224426067266,84.11147994702078,127819000
2010-09-13,85.32257080078125,85.49666436478331,84.8759716637491,85.21659929877642,178503500
2010-09-14,85.26961517333984,85.75405814650712,84.8381579698935,85.15607258821908,209823600
2010-09-15,85.59508514404297,85.6934856197648,84.76244929750855,85.01980705324941,168608400
2010-09-16,85.57237243652344,85.6253581932173,85.04250909457043,85.33015100949228,199962900
2010-09-17,85.60433197021484,86.10659149253425,85.36842536145168,86.02288157214768,195836900
2010-09-20,86.91322326660156,87.10347198379645,85.62714008046648,85.90109869770153,214555200
2010-09-21,86.73822784423828,87.39267831738927,86.38055920265425,86.98174605464604,268389100
2010-09-22,86.31204223632812,87.08826030428071,86.06852409472016,86.60122402106478,191322400
2010-09-23,85.6119613647461,86.50232436951559,85.36844312910145,85.60434978696362,202354300
2010-09-24,87.37747192382812,87.43835293554572,86.48710889970631,86.56320726138689,209671800
2010-09-27,86.95890808105469,87.50682548552386,86.87520396097425,87.40789821202378,128761800
2010-09-28,87.26327514648438,87.54484532173085,86.12939448345139,87.07302644032778,209207500
2010-09-29,87.11109924316406,87.44593890361514,86.76864800699425,87.04260667355766,179665800
2010-09-30,86.85235595703125,88.11561042492865,86.44141796648381,87.55247575903668,287106700
2010-10-01,87.2176513671875,87.60576050493627,86.70017445216646,87.50682742331347,174638700
2010-10-04,86.56318664550781,87.40028003649786,86.12941970070824,87.03500566505161,166153200
2010-10-05,88.30583953857422,88.5189171590543,87.26327454587702,87.36220758819258,229634100
2010-10-06,88.29827880859375,88.52657970824235,87.94061010857969,88.29066723035665,148626600
2010-10-07,88.19169616699219,88.67873242565298,87.65900207343513,88.65590350820484,164860000
2010-10-08,88.68632507324219,88.92984315060251,87.97859975373737,88.31343928733116,177760100
2010-10-11,88.77007293701172,89.01359111856155,88.46567375859158,88.8233423577904,103098300
2010-10-12,89.04401397705078,89.30274945359604,88.00906045900922,88.4808735764577,182210000
2010-10-13,89.73651885986328,90.21594937144887,89.32558090961724,89.53866436250553,194347200
2010-10-14,89.38648986816406,89.80503952418826,88.82335508127608,89.65283701021026,217764300
2010-10-15,89.56909942626953,90.0637472836036,88.85376815218055,90.01047787164028,243705000
2010-10-18,90.01045989990234,90.30724739385927,89.2722940487015,89.59952202997827,141204800
2010-10-19,88.8309555053711,89.68326625290786,88.2906439060028,89.18101253467105,280604700
2010-10-20,89.69847869873047,90.13224559694967,88.93748373301744,88.99075314838012,200051800
2010-10-21,89.89633178710938,90.62688624592258,89.19621782315474,90.10180367592196,221585500
2010-10-22,90.06375885009766,90.20073818501366,89.79741175607519,90.03331835279063,108212400
2010-10-25,90.33011627197266,91.13677502800975,90.26162949964986,90.66495597470247,151145700
2010-10-26,90.34532928466797,90.43664497084879,89.69848468185184,89.87351028431924,158982900
2010-10-27,90.08660125732422,90.18553433986487,89.23429042886364,89.71371526987271,190024000
2010-10-28,90.10179901123047,90.64210470365337,89.66803214233148,90.60405263556748,168576000
2010-10-29,90.17031860351562,90.34535005214832,89.85070201655076,90.0105103100332,144305500
2010-11-01,90.20073699951172,91.12915183441466,89.68326016395588,90.61167499885882,174074800
2010-11-02,90.91606903076172,91.12914669115327,90.63449880471241,90.87801696029288,158345900
2010-11-03,91.28136444091797,91.33463386831744,90.13987173441579,91.07589830835771,226702800
2010-11-04,93.03926849365234,93.08492634467011,91.29658890664356,92.29349069341292,215039400
2010-11-05,93.38932800292969,93.54152471424968,92.97838991524691,93.1001461231164,180654100
2010-11-08,93.21426391601562,93.36646637996681,92.79572020349316,93.10011351953483,156107100
2010-11-09,92.54460144042969,93.56433194284996,92.17171552001507,93.46540468402637,186621600
2010-11-10,92.91748046875,92.96314411291546,91.82165170959928,92.52176565687652,221387400
2010-11-11,92.56742095947266,92.70440027635564,91.83686653807358,92.11843674664705,158017600
2010-11-12,91.47160339355469,92.34674886899488,91.05305959638349,91.94342241833127,239068800
2010-11-15,91.34221649169922,92.1184345373971,91.304170230435,91.76076600711772,163940800
2010-11-16,89.91915130615234,90.9312700108654,89.48537868222277,90.77907336824187,299566200
2010-11-17,89.9648208618164,90.33770674898877,89.69086222464841,89.95720928691438,172308900
2010-11-18,91.2889404296875,91.61616844355483,90.8247331122029,90.83234468627327,197723700
2010-11-19,91.54010009765625,91.57814636860752,90.74866450712965,91.24331247695025,156852900
2010-11-22,91.4639892578125,91.50203552356747,90.3833719648001,91.08349176467699,181361000
2010-11-23,90.13987731933594,90.57364434244498,89.78982023103148,90.38339554624044,222309000
2010-11-24,91.47160339355469,91.49443812221335,90.69539099117416,90.71060833768175,140046100
2010-11-26,90.40620422363281,91.17480495851643,90.40620422363281,90.68016287568686,76007800
2010-11-29,90.6801528930664,90.92367102298086,89.59953574851153,90.17789348428215,223642300
2010-11-30,90.17031860351562,90.68779556590603,89.65284164112524,89.78221523617225,233930700
2010-12-01,92.08798217773438,92.26300773004142,91.4639666752992,91.47157244301373,221037200
2010-12-02,93.26754760742188,93.33604017816963,92.17932449875343,92.23259391781002,191213600
2010-12-03,93.51866149902344,93.62520031907086,92.9250864142077,92.94791533194211,151288900
2010-12-06,93.41973114013672,93.63280877313035,93.22187084981547,93.32079809201106,103050500
2010-12-07,93.4730224609375,94.37099684329823,93.41975304020133,94.31772742256206,206581000
2010-12-08,93.81544494628906,93.89154327072542,93.15338313716978,93.58714997298,138019200
2010-12-09,94.1807632446289,94.37861780725461,93.71655572951138,94.3405715325646,123705100
2010-12-10,94.72868347167969,94.81999917836077,94.15793708119286,94.46994208890742,117571700
2010-12-13,94.7895278930664,95.27656419031817,94.75908739874684,95.1624195940331,133812700
2010-12-14,94.87325286865234,95.29941405087817,94.58407683558573,94.93413386696054,147249600
2010-12-15,94.43949127197266,95.07111860189528,94.2796829967992,94.69823262649055,160823100
2010-12-16,94.98741149902344,95.05590407952305,94.1731469455497,94.50037508232505,185035200
2010-12-17,95.0891342163086,95.21153070750228,94.72193306979912,94.9208339340111,141075300
2010-12-20,95.3186264038086,95.5481278416954,94.84433199232306,95.34922698462444,119085500
2010-12-21,95.92300415039062,95.984205330785,95.52520815075873,95.6170040848845,94965500
2010-12-22,96.22135162353516,96.25195221341887,95.93830638092581,95.99185595410589,78878100
2010-12-23,96.08362579345703,96.22132549230521,95.84647858184346,96.11422637503043,70053700
2010-12-27,96.12188720703125,96.21368312409948,95.65523850705208,95.72408544485324,58126000
2010-12-28,96.25957489013672,96.35137079573377,96.00712447681684,96.31312444722299,55309100
2010-12-29,96.32843780517578,96.5426360690674,96.31314043052564,96.37434160205609,58033100
2010-12-30,96.17544555664062,96.48909136271712,96.0300942260515,96.23664673125344,76616900
2010-12-31,96.1983871459961,96.29018890086114,95.87708975866559,96.03008684697588,91218900
2011-01-03,97.19288635253906,97.6136312663223,96.16013557219651,96.93278429698621,138725200
2011-01-04,97.13934326171875,97.43769169124612,96.53499479675006,97.40709110405547,137409700
2011-01-05,97.64423370361328,97.70543487507658,96.74153685215698,96.83333860935193,133975300
2011-01-06,97.4530029296875,97.78960360020227,97.16230606472132,97.6825044480323,122519000
2011-01-07,97.26172637939453,97.7436724292283,96.50438091923735,97.58302374595037,156034600
2011-01-10,97.13934326171875,97.27704298584409,96.5426405661988,96.83334322627742,122401700
2011-01-11,97.48356628417969,97.72071348247472,97.11636516238573,97.49121788825936,110287000
2011-01-12,98.36331176757812,98.47041087642208,97.5065130603628,98.08026662411784,107929200
2011-01-13,98.20269775390625,98.4475024881481,97.95790469259661,98.4016045187108,129048400
2011-01-14,98.9141616821289,98.93711066925654,97.99616717822333,98.06501413960622,117677900
2011-01-18,99.08242797851562,99.17422389547293,98.70757519605762,98.82232009225424,114401300
2011-01-19,98.11087799072266,99.09771911278604,97.85078177844913,98.99827742746344,151958400
2011-01-20,97.98082733154297,98.22562032703095,97.25407660422506,97.88902558088658,175745700
2011-01-21,98.20269775390625,98.81469791657865,98.09559860090849,98.59285383998767,151462900
2011-01-24,98.76112365722656,98.87586854536116,98.11851726488707,98.14146624251399,113715500
2011-01-25,98.81468200683594,98.89883216156639,98.00378688285005,98.5010303689379,167552200
2011-01-26,99.19719696044922,99.48789966530444,98.86059628597101,99.05950305158028,141281500
2011-01-27,99.44194030761719,99.61024054096023,99.04413869490408,99.22008469415361,123302700
2011-01-28,97.70541381835938,99.71735958224532,97.5447651552387,99.55670508266095,295637300
2011-01-31,98.4398422241211,98.5163466196127,97.72840037236284,97.97320509959054,149249200
2011-02-01,100.01569366455078,100.19163967390676,98.97529746818044,99.03649861772291,167194300
2011-02-02,99.82450103759766,100.09224308658077,99.7020986691259,99.75564240974958,118323600
2011-02-03,100.04632568359375,100.19932277799906,99.12068567503707,99.64852389979588,145886700
2011-02-04,100.32935333251953,100.36760551765859,99.62555748308748,100.08456035890005,134634800
2011-02-07,100.9566650390625,101.28560817868936,100.54356008124155,100.55121752267502,112439100
2011-02-08,101.41571044921875,101.46925419704401,100.77310376477837,101.04850329441456,99072800
2011-02-09,101.18617248535156,101.46157191588934,100.68127158387735,101.14027452575021,146436700
2011-02-10,101.2243881225586,101.33913298012611,100.44408807232307,100.67358946038357,162708500
2011-02-11,101.82877349853516,101.9588216163424,100.80368009492713,100.8266290761325,137710300
2011-02-14,102.07357788085938,102.1577280456199,101.65283872998849,101.76758364878387,101690700
2011-02-15,101.75222778320312,101.91288225931709,101.22438975694453,101.75988522244826,119575400
2011-02-16,102.39488983154297,102.5172805239994,101.88998882901451,102.09654136149108,130183500
2011-02-17,102.70088195800781,102.83857586153643,102.00473165123947,102.09653925985701,109810500
2011-02-18,102.91507720947266,103.03747956871744,102.55552757477324,102.79267485022787,130002400
2011-02-22,100.84957122802734,102.93801008680467,100.5741717992819,101.8364123718229,233116400
2011-02-23,100.22992706298828,101.0331763826475,99.6102812564577,100.788371698476,227584000
2011-02-24,100.16105651855469,100.55121247836045,99.22011343083382,100.12281600502179,260431400
2011-02-25,101.2320556640625,101.29325682557155,100.52060237533182,100.58180353684087,141686900
2011-02-28,101.85938262939453,101.98944243849368,101.27034313139043,101.60694380049681,141585500
2011-03-01,100.16105651855469,102.27245581276442,100.13046177314268,102.18065990359997,258565500
2011-03-02,100.37528228759766,100.84193102112884,99.71738426447057,100.02337845865189,200277400
2011-03-03,102.10415649414062,102.21890138167892,101.27795828507924,101.28560405327228,176480100
2011-03-04,101.33917236328125,102.22657184975584,100.67362858489034,102.02766512210428,277202300
2011-03-07,100.54354095458984,101.86699404862493,100.01570287789795,101.63749263493071,216790400
2011-03-08,101.42330932617188,101.74460668336793,100.26816799390068,100.70421023833515,174615000
2011-03-09,101.2779769897461,101.59162863751604,100.67363434888293,101.22443325664894,153806000
2011-03-10,99.40371704101562,100.35230589799227,99.30426369068287,100.21461203408086,301291800
2011-03-11,100.09219360351562,100.4517430875665,99.05945477154263,99.08240374516915,225621800
2011-03-14,99.48785400390625,99.81679708385258,98.73050283392763,99.4419560553488,234974100
2011-03-15,98.34803771972656,98.93708882948427,96.77214536251968,96.84099230870503,359585400
2011-03-16,96.52731323242188,98.35566127170607,95.83881482547895,98.03435228769368,468670300
2011-03-17,97.80487823486328,98.21797736994506,97.2311304088827,97.91962896735234,254303700
2011-03-18,98.16060638427734,99.02112725871595,97.9685263029863,98.99038788047224,230435400
2011-03-21,99.68190002441406,99.88933810618559,99.26700041359149,99.38225551599321,153992600
2011-03-22,99.33613586425781,99.79713277750156,99.24394117106446,99.66651972093149,129538600
2011-03-23,99.62043762207031,99.8816637751933,98.59089097836892,99.05955522292706,148603100
2011-03-24,100.5731430053711,100.71912576779988,99.62811212706863,100.18898277735418,159129800
2011-03-25,100.88046264648438,101.31839914251557,100.56544849447371,100.83436530202194,155642800
2011-03-28,100.63458251953125,101.35680542641724,100.60385486809712,101.09557935649916,109762400
2011-03-29,101.31072998046875,101.34145763854306,100.21971640242478,100.55008855218976,129798800
2011-03-30,102.00987243652344,102.30951683441558,101.6948583525858,101.84084106092936,135835000
2011-03-31,101.8716049194336,102.15589145596473,101.7640405261525,101.87929562700769,132537100
2011-04-01,102.30187225341797,102.77823894651942,102.05601578402042,102.50164309117173,153850100
2011-04-04,102.38638305664062,102.70139726745992,102.09442924599554,102.51699613154713,100768900
2011-04-05,102.37100982666016,102.82431602910545,102.14051137204171,102.18660871823772,120791500
2011-04-06,102.6937026977539,102.95492880792169,102.27880313582777,102.86273411577739,120411600
2011-04-07,102.43247985839844,102.93956240502236,101.92538558813578,102.50930486309237,170731500
2011-04-08,102.07904815673828,102.94725395472153,101.656469594727,102.88578691628,147945400
2011-04-11,101.77175903320312,102.53238897787524,101.52589079646356,102.18664702814766,121385400
2011-04-12,101.0110855102539,101.40292469988991,100.6422949950883,101.20316561326669,161187400
2011-04-13,101.00338745117188,101.55656725762734,100.61922731769867,101.47974226511482,162059000
